,playerID,name,team,salary,position
85,50563,박재민,롯데 자이언츠,2700.0,투수(좌투좌타)
86,50573,김민기,롯데 자이언츠,2700.0,투수(우투우타)
87,50574,설재민,롯데 자이언츠,2700.0,투수(우투우타)
88,50576,한지운,롯데 자이언츠,2700.0,포수(우투우타)
89,50584,정도웅,롯데 자이언츠,2700.0,내야수(우투우타)
90,50590,신학진,롯데 자이언츠,2700.0,투수(우투우타)
91,50592,박명현,롯데 자이언츠,2700.0,투수(우투우타)
92,50594,김현종,롯데 자이언츠,2700.0,투수(좌투좌타)
93,50596,홍민기,롯데 자이언츠,2700.0,투수(좌투좌타)
94,50597,차혜성,롯데 자이언츠,2700.0,외야수(좌투좌타)
95,50600,홍종표,KIA 타이거즈,2700.0,내야수(우투좌타)
96,50604,유지성,KIA 타이거즈,2700.0,투수(좌투좌타)
97,50608,이인한,KIA 타이거즈,2700.0,외야수(우투우타)
98,50613,김양수,KIA 타이거즈,2700.0,투수(우투우타)
99,50614,김연준,KIA 타이거즈,2700.0,외야수(우투좌타)
100,50622,오규석,KIA 타이거즈,2700.0,투수(우투우타)
101,50632,백현종,KIA 타이거즈,2700.0,포수(우투우타)
102,50636,브룩스,KIA 타이거즈,52690.00000000001,투수(우투우타)
103,50637,강민수,KIA 타이거즈,2700.0,투수(우투우타)
104,50640,가뇽,KIA 타이거즈,71500.0,투수(우투우타)
105,50641,장재혁,KIA 타이거즈,2700.0,투수(우투우타)
106,50650,최용준,KIA 타이거즈,2700.0,투수(우투우타)
107,50657,박민,KIA 타이거즈,2700.0,내야수(우투우타)
108,50662,정해영,KIA 타이거즈,2700.0,투수(우투우타)
109,50704,임종찬,한화 이글스,2700.0,외야수(우투좌타)
110,50705,강재민,한화 이글스,2700.0,투수(우투우타)
111,50706,장웅정,한화 이글스,2700.0,투수(우투우타)
112,50707,최인호,한화 이글스,2700.0,외야수(우투좌타)
113,50708,최이경,한화 이글스,2700.0,투수(좌투좌타)
114,50709,박정현,한화 이글스,2700.0,내야수(우투우타)
115,50710,김범준,한화 이글스,2700.0,투수(우투우타)
116,50711,김승일,한화 이글스,2700.0,투수(우언우타)
117,50712,김현제,한화 이글스,2700.0,투수(우투우타)
118,50713,박재경,한화 이글스,2700.0,내야수(우투우타)
119,50714,김광명,한화 이글스,2700.0,외야수(우투좌타)
120,50720,남지민,한화 이글스,2700.0,투수(우투우타)
121,50726,한승주,한화 이글스,2700.0,투수(우투우타)
122,50730,반즈,한화 이글스,5500.0,외야수(우투우타)
123,50758,신지후,한화 이글스,2700.0,투수(우투우타)
124,50811,길지석,SK 와이번스,2700.0,투수(우투우타)
125,50812,박시후,SK 와이번스,2700.0,투수(좌투좌타)
126,50813,양선률,SK 와이번스,2700.0,투수(우투우타)
127,50814,이재성,SK 와이번스,2700.0,투수(좌투좌타)
128,50815,킹엄,SK 와이번스,55000.00000000001,투수(우투우타)
129,50816,김태우,SK 와이번스,2700.0,포수(우투우타)
130,50817,김교람,SK 와이번스,2700.0,내야수(우투우타)
131,50818,석호준,SK 와이번스,2700.0,내야수(우투우타)
132,50819,이거연,SK 와이번스,2700.0,내야수(우투우타)
133,50820,전의산,SK 와이번스,2700.0,내야수(우투좌타)
134,50835,핀토,SK 와이번스,49500.00000000001,투수(우투우타)
135,50840,현원회,SK 와이번스,2700.0,포수(우투우타)
136,50848,김성민,SK 와이번스,2700.0,내야수(우투우타)
137,50854,최지훈,SK 와이번스,2700.0,외야수(우투좌타)
138,50859,오원석,SK 와이번스,2700.0,투수(좌투좌타)
139,50868,류효승,SK 와이번스,2700.0,외야수(우투우타)
140,50900,임형원,NC 다이노스,2700.0,투수(우투우타)
141,50901,안인산,NC 다이노스,2700.0,투수(우투우타)
142,50902,김한별,NC 다이노스,2700.0,투수(우투우타)
143,50903,한재환,NC 다이노스,2700.0,내야수(우투우타)
144,50904,이종준,NC 다이노스,2700.0,투수(우투우타)
145,50905,강태경,NC 다이노스,2700.0,투수(우투좌타)
146,50906,박영빈,NC 다이노스,2700.0,외야수(우투좌타)
147,50911,한건희,NC 다이노스,2700.0,투수(우투우타)
148,50912,라이트,NC 다이노스,88000.0,투수(우투우타)
149,50923,알테어,NC 다이노스,88000.0,외야수(우투우타)
150,50955,노상혁,NC 다이노스,2700.0,투수(우투우타)
151,50990,노학준,NC 다이노스,2700.0,외야수(좌투좌타)
152,50992,김태경,NC 다이노스,2700.0,투수(우투우타)
153,50995,정구범,NC 다이노스,2700.0,투수(좌투좌타)
154,50996,박시원,NC 다이노스,2700.0,외야수(우투좌타)
155,60100,백진우,한화 이글스,5300.0,외야수(우투우타)
156,60140,신정락,한화 이글스,12000.0,투수(우언우타)
157,60146,이승현,삼성 라이온즈,10000.0,투수(우투우타)
158,60181,김지용,LG 트윈스,11000.0,투수(우투우타)
159,60184,김창혁,한화 이글스,3000.0,포수(우투우타)
160,60263,이재학,NC 다이노스,27500.0,투수(우언우타)
161,60264,정대현,키움 히어로즈,4500.0,투수(좌투좌타)
162,60288,김응민,삼성 라이온즈,3200.0,포수(우투우타)
163,60336,문성현,키움 히어로즈,4200.0,투수(우투우타)
164,60337,김대유,LG 트윈스,4500.0,투수(좌투좌타)
165,60339,김건태,NC 다이노스,9000.0,투수(우투우타)
166,60343,이해창,한화 이글스,5500.0,포수(우투우타)
167,60523,정훈,롯데 자이언츠,6400.0,외야수(우투우타)
168,60558,오태곤,SK 와이번스,9500.0,내야수(우투우타)
169,60559,박시영,롯데 자이언츠,7900.0,투수(우투우타)
170,60566,이상호,NC 다이노스,10000.0,내야수(우투우타)
171,60634,임기준,KIA 타이거즈,8700.0,투수(좌투좌타)
172,60757,김경태,한화 이글스,3600.0,투수(좌투좌타)
173,60768,이태양,SK 와이번스,14000.0,투수(우투좌타)
174,60841,박종훈,SK 와이번스,29000.0,투수(우언우타)
175,60845,문광은,LG 트윈스,7500.0,투수(우투우타)
176,61101,임찬규,LG 트윈스,13500.0,투수(우투우타)
177,61102,유강남,LG 트윈스,23000.0,포수(우투우타)
178,61145,이우찬,LG 트윈스,7500.0,투수(좌투좌타)
179,61156,송윤준,한화 이글스,2700.0,투수(좌투좌타)
180,61186,이천웅,LG 트윈스,28000.0,외야수(좌투좌타)
181,61197,최영진,삼성 라이온즈,8000.0,내야수(우투우타)
182,61204,김동한,롯데 자이언츠,4500.0,내야수(우투우타)
183,61208,정진호,한화 이글스,11300.0,외야수(우투좌타)
184,61214,이현호,한화 이글스,4500.0,투수(좌투좌타)
185,61268,양현,키움 히어로즈,9000.0,투수(우언우타)
186,61295,강동연,NC 다이노스,3400.0,투수(우투우타)
187,61353,고종욱,SK 와이번스,17000.0,외야수(우투좌타)
188,61360,김도현,KT 위즈,2900.0,외야수(우투우타)
189,61365,김대우,삼성 라이온즈,11500.0,투수(우언우타)
190,61404,김헌곤,삼성 라이온즈,19000.0,외야수(우투우타)
191,61411,심창민,삼성 라이온즈,28000.0,투수(우언우타)
192,61456,윤영삼,키움 히어로즈,9800.0,투수(우투양타)
193,61457,임현준,삼성 라이온즈,11000.0,투수(좌언좌타)
194,61554,김민하,한화 이글스,4500.0,외야수(우투우타)
195,61565,장국헌,롯데 자이언츠,2700.0,투수(우투우타)
196,61566,허일,롯데 자이언츠,4100.0,외야수(우투좌타)
197,61643,홍건희,두산 베어스,5300.0,투수(우투우타)
198,61700,강경학,한화 이글스,7800.0,내야수(우투좌타)
199,61743,오준혁,SK 와이번스,3000.0,외야수(우투좌타)
200,61869,정진기,SK 와이번스,4600.0,외야수(우투좌타)
201,61895,서진용,SK 와이번스,20000.0,투수(우투우타)
202,61962,김정후,키움 히어로즈,3500.0,투수(우투우타)
203,62025,이원재,NC 다이노스,7100.0,내야수(우투좌타)
204,62056,정영일,SK 와이번스,11000.0,투수(우투우타)
205,62146,최성훈,LG 트윈스,4700.0,투수(좌투좌타)
206,62160,신동훈,롯데 자이언츠,3000.0,투수(우투우타)
207,62234,류지혁,KIA 타이거즈,10500.0,내야수(우투좌타)
208,62242,윤명준,두산 베어스,21000.0,투수(우투우타)
209,62244,박세혁,두산 베어스,23200.0,포수(우투좌타)
210,62263,변시원,KIA 타이거즈,5000.0,투수(우언우타)
211,62265,유민상,KIA 타이거즈,6000.0,내야수(우투좌타)
212,62294,이동원,두산 베어스,2700.0,투수(우투우타)
213,62332,김재현,키움 히어로즈,7000.0,포수(우투우타)
214,62353,박정음,키움 히어로즈,4300.0,외야수(좌투좌타)
215,62356,김규민,키움 히어로즈,5400.0,외야수(좌투좌타)
216,62360,김태훈,키움 히어로즈,8000.0,투수(우투우타)
217,62363,한현희,키움 히어로즈,29000.0,투수(우언우타)
218,62404,구자욱,삼성 라이온즈,28000.0,외야수(우투좌타)
219,62409,박찬도,삼성 라이온즈,5000.0,외야수(우투좌타)
220,62415,박해민,삼성 라이온즈,30000.0,외야수(우투좌타)
221,62463,이준형,LG 트윈스,5000.0,투수(우투우타)
222,62468,신용승,KT 위즈,2800.0,외야수(좌투좌타)
223,62499,이현동,삼성 라이온즈,2900.0,외야수(우투우타)
224,62528,김원중,롯데 자이언츠,10000.0,투수(우투좌타)
225,62537,윤수강,NC 다이노스,3200.0,포수(우투우타)
226,62556,신본기,롯데 자이언츠,12500.0,내야수(우투우타)
227,62558,김준태,롯데 자이언츠,3800.0,포수(우투좌타)
228,62559,김상호,롯데 자이언츠,3000.0,내야수(우투우타)
229,62595,정태승,롯데 자이언츠,2800.0,투수(좌투좌타)
230,62611,임준섭,한화 이글스,8800.0,투수(좌투좌타)
231,62648,김윤동,KIA 타이거즈,13000.0,투수(우투우타)
232,62655,홍성민,NC 다이노스,10000.0,투수(우언양타)
233,62700,하주석,한화 이글스,14000.0,내야수(우투좌타)
234,62754,임기영,KIA 타이거즈,7000.0,투수(우언우타)
235,62797,양성우,한화 이글스,7000.0,외야수(우투좌타)
236,62802,박승욱,KT 위즈,8000.0,내야수(우투좌타)
237,62864,김민식,KIA 타이거즈,8800.0,포수(우투좌타)
238,62869,문승원,SK 와이번스,25700.0,투수(우투우타)
239,62884,최항,SK 와이번스,7500.0,내야수(우투좌타)
240,62893,최정민,KIA 타이거즈,3500.0,내야수(우투좌타)
241,62895,한동민,SK 와이번스,25000.0,외야수(우투좌타)
242,62907,박민우,NC 다이노스,52000.0,내야수(우투좌타)
243,62908,황윤호,KIA 타이거즈,5000.0,내야수(우투우타)
244,62918,김태형,LG 트윈스,2900.0,투수(우투우타)
245,62920,노성호,삼성 라이온즈,4000.0,투수(좌투좌타)
246,62925,강진성,NC 다이노스,3800.0,외야수(우투우타)
247,62929,이민호,NC 다이노스,10000.0,투수(우투우타)
248,62931,노진혁,NC 다이노스,14000.0,내야수(우투좌타)
249,62934,김성욱,NC 다이노스,12000.0,외야수(우투우타)
250,62937,신재영,키움 히어로즈,7000.0,투수(우언우타)
251,62947,나성범,NC 다이노스,50000.0,외야수(좌투좌타)
252,62951,이형범,두산 베어스,14200.0,투수(우투우타)
253,62966,최금강,NC 다이노스,10000.0,투수(우투우타)
254,63056,김성한,삼성 라이온즈,3000.0,투수(우투우타)
255,63103,류원석,LG 트윈스,3000.0,투수(우언우타)
256,63104,조근종,KT 위즈,3300.0,투수(우언우타)
257,63123,강승호,SK 와이번스,4800.0,내야수(우투우타)
258,63138,백남원,LG 트윈스,2700.0,투수(우투우타)
259,63145,배재준,LG 트윈스,5700.0,투수(우투우타)
260,63202,장승현,두산 베어스,3500.0,포수(우투우타)
261,63248,함덕주,두산 베어스,21000.0,투수(좌투좌타)
262,63257,김인태,두산 베어스,5000.0,외야수(좌투좌타)
263,63260,이우성,KIA 타이거즈,4000.0,외야수(우투우타)
264,63292,박종기,두산 베어스,2900.0,투수(우투우타)
265,63339,김민준,SK 와이번스,2700.0,외야수(우투우타)
266,63342,조상우,키움 히어로즈,20000.0,투수(우투우타)
267,63348,조성운,키움 히어로즈,3000.0,투수(우투우타)
268,63435,김성표,삼성 라이온즈,2800.0,내야수(우투우타)
269,63440,이흥련,SK 와이번스,7000.0,포수(우투우타)
270,63448,김영환,KT 위즈,3300.0,내야수(우투좌타)
271,63450,정현,SK 와이번스,3000.0,내야수(우투우타)
272,63464,윤대경,한화 이글스,2800.0,투수(우투우타)
273,63492,이재익,삼성 라이온즈,2800.0,투수(좌투좌타)
274,63512,박진형,롯데 자이언츠,9000.0,투수(우투우타)
275,63543,구승민,롯데 자이언츠,8000.0,투수(우투우타)
276,63559,백동훈,두산 베어스,3600.0,외야수(우투우타)
277,63628,고영창,KIA 타이거즈,5800.0,투수(우투우타)
278,63634,이홍구,KT 위즈,9000.0,포수(우투우타)
279,63636,고장혁,KIA 타이거즈,5000.0,내야수(우투양타)
280,63638,박준표,KIA 타이거즈,11000.0,투수(우언우타)
281,63700,장운호,한화 이글스,3800.0,외야수(우투우타)
282,63703,박한결,한화 이글스,3000.0,내야수(우투우타)
283,63704,노수광,한화 이글스,21000.0,외야수(우투좌타)
284,63722,한승택,KIA 타이거즈,8000.0,포수(우투우타)
285,63730,조지훈,한화 이글스,2800.0,투수(우투우타)
286,63749,이충호,한화 이글스,2900.0,투수(좌투좌타)
287,63765,김종수,한화 이글스,3800.0,투수(우투우타)
288,63791,송창현,한화 이글스,3400.0,투수(좌투좌타)
289,63894,김정빈,SK 와이번스,2700.0,투수(좌투좌타)
290,63895,최민재,롯데 자이언츠,2800.0,외야수(우투좌타)
291,63903,유영준,NC 다이노스,2800.0,내야수(우투우타)
292,63905,윤형준,LG 트윈스,2700.0,내야수(우투우타)
293,63913,최재원,LG 트윈스,6000.0,내야수(우투우타)
294,63914,손정욱,NC 다이노스,4600.0,투수(좌투좌타)
295,63920,김준완,NC 다이노스,8000.0,외야수(우투좌타)
296,63936,윤강민,SK 와이번스,2700.0,투수(우언우타)
297,63950,장현식,KIA 타이거즈,11000.0,투수(우투우타)
298,63959,임정호,NC 다이노스,9200.0,투수(좌투좌타)
299,63960,이상민,삼성 라이온즈,3200.0,투수(좌투좌타)
300,63961,윤호솔,한화 이글스,2900.0,투수(우투우타)
301,63963,권희동,NC 다이노스,13500.0,외야수(우투우타)
302,63991,박진우,NC 다이노스,16000.0,투수(우언우타)
303,64004,김민혁,KT 위즈,9000.0,외야수(우투좌타)
304,64006,심우준,KT 위즈,13000.0,내야수(우투우타)
305,64007,문상철,KT 위즈,4000.0,내야수(우투우타)
306,64011,안승한,KT 위즈,3700.0,포수(우투우타)
307,64012,송민섭,KT 위즈,4700.0,외야수(우투우타)
308,64014,김병희,KT 위즈,3000.0,내야수(우투우타)
309,64021,박세웅,롯데 자이언츠,11000.0,투수(우투우타)
310,64022,안중열,상무 ,5100.0,포수(우투우타)
311,64029,류희운,KT 위즈,3500.0,투수(우투우타)
312,64041,안현준,KT 위즈,3200.0,투수(우언우타)
313,64045,이범정,KT 위즈,2700.0,투수(우투우타)
314,64047,조현우,KT 위즈,3000.0,투수(좌투좌타)
315,64051,이영준,키움 히어로즈,5500.0,투수(좌투좌타)
316,64086,신성현,두산 베어스,4800.0,내야수(우투우타)
317,64100,박재욱,LG 트윈스,3500.0,포수(우투우타)
318,64101,한석현,LG 트윈스,2700.0,외야수(좌투좌타)
319,64115,장준원,LG 트윈스,3400.0,내야수(우투우타)
320,64153,양석환,LG 트윈스,21000.0,내야수(우투우타)
321,64164,류형우,LG 트윈스,3200.0,내야수(우투우타)
322,64166,배정대,KT 위즈,4800.0,외야수(우투우타)
323,64198,진재혁,두산 베어스,2700.0,투수(우투우타)
324,64209,정기훈,한화 이글스,2700.0,내야수(우투좌타)
325,64213,최용제,두산 베어스,2800.0,포수(우투우타)
326,64255,한주성,두산 베어스,2800.0,투수(우투우타)
327,64260,김경호,SK 와이번스,2900.0,외야수(우투좌타)
328,64266,이성곤,삼성 라이온즈,3500.0,외야수(우투좌타)
329,64267,전용훈,두산 베어스,2800.0,투수(우투우타)
330,64300,김하성,키움 히어로즈,55000.0,내야수(우투우타)
331,64340,임지열,키움 히어로즈,2700.0,외야수(우투우타)
332,64346,임병욱,키움 히어로즈,8800.0,외야수(우투좌타)
333,64407,김호재,삼성 라이온즈,4000.0,내야수(우투우타)
334,64410,백승민,삼성 라이온즈,4500.0,내야수(좌투좌타)
335,64464,이수민,삼성 라이온즈,2700.0,투수(좌투좌타)
336,64468,박계범,삼성 라이온즈,5500.0,내야수(우투우타)
337,64469,송준석,삼성 라이온즈,4000.0,외야수(좌투좌타)
338,64493,최선호,삼성 라이온즈,3800.0,외야수(좌투좌타)
339,64498,구준범,삼성 라이온즈,2800.0,투수(좌투좌타)
340,64499,김재현,삼성 라이온즈,5500.0,내야수(우투우타)
341,64501,배성근,롯데 자이언츠,3200.0,내야수(우투우타)
342,64504,오윤석,롯데 자이언츠,4000.0,내야수(우투우타)
343,64554,문동욱,한화 이글스,3200.0,투수(우투좌타)
344,64560,이창진,KIA 타이거즈,8500.0,외야수(우투우타)
345,64565,이인복,롯데 자이언츠,3000.0,투수(우투우타)
346,64580,김재열,KIA 타이거즈,2700.0,투수(우투우타)
347,64596,김유영,롯데 자이언츠,6200.0,투수(좌투좌타)
348,64602,이은총,KIA 타이거즈,2900.0,외야수(우투좌타)
349,64610,강한울,삼성 라이온즈,12000.0,내야수(우투좌타)
350,64613,박서준,KIA 타이거즈,2900.0,투수(우투우타)
351,64615,차명진,KIA 타이거즈,3600.0,투수(우투우타)
352,64646,박찬호,KIA 타이거즈,10500.0,내야수(우투우타)
353,64657,박준태,키움 히어로즈,4500.0,외야수(우투좌타)
354,64662,이진경,KIA 타이거즈,2900.0,포수(우투우타)
355,64697,박진두,KIA 타이거즈,2900.0,내야수(좌투좌타)
356,64704,노태형,한화 이글스,2700.0,내야수(우투좌타)
357,64717,지성준,롯데 자이언츠,5700.0,포수(우투우타)
358,64718,최영환,롯데 자이언츠,3400.0,투수(우투우타)
359,64759,서균,한화 이글스,4500.0,투수(우언양타)
360,64760,황영국,한화 이글스,2900.0,투수(좌투좌타)
361,64764,박한길,롯데 자이언츠,3200.0,투수(우투우타)
362,64768,조영우,SK 와이번스,3300.0,투수(우투좌타)
363,64793,김민수,삼성 라이온즈,4300.0,포수(우투우타)
364,64805,이승진,두산 베어스,4700.0,투수(우투우타)
365,64861,이건욱,SK 와이번스,3000.0,투수(우투우타)
366,64868,조용호,KT 위즈,7000.0,외야수(우투좌타)
367,64889,박규민,KT 위즈,2700.0,투수(우투우타)
368,64890,유서준,SK 와이번스,3100.0,내야수(우투우타)
369,64893,박민호,SK 와이번스,10000.0,투수(우언우타)
370,64895,이진석,LG 트윈스,2900.0,외야수(우투우타)
371,64896,서동민,SK 와이번스,3000.0,투수(우투우타)
372,64898,나세원,SK 와이번스,2700.0,외야수(좌투우타)
373,64906,강민국,KT 위즈,4000.0,내야수(우투우타)
374,64907,강장산,KT 위즈,3300.0,투수(우투우타)
375,64944,박대온,NC 다이노스,3000.0,포수(우투우타)
376,64984,김태진,KIA 타이거즈,9000.0,내야수(우투좌타)
377,64995,배재환,NC 다이노스,10500.0,투수(우투우타)
378,65040,김태훈,KT 위즈,2900.0,내야수(우투좌타)
379,65042,홍성무,NC 다이노스,2900.0,투수(우투우타)
380,65044,김만수,KT 위즈,3100.0,포수(우투우타)
381,65048,김민수,KT 위즈,6500.0,투수(우투우타)
382,65056,엄상백,상무 ,8000.0,투수(우언우타)
383,65057,이창재,KT 위즈,4200.0,투수(좌투좌타)
384,65058,정성곤,KT 위즈,7500.0,투수(좌투좌타)
385,65060,주권,KT 위즈,15000.0,투수(우투우타)
386,65062,김재윤,KT 위즈,12000.0,투수(우투우타)
387,65096,정주후,KT 위즈,3000.0,내야수(우투좌타)
388,65109,백승현,LG 트윈스,3400.0,내야수(우투우타)
389,65117,이상규,LG 트윈스,2900.0,투수(우투우타)
390,65120,박성준,LG 트윈스,3000.0,내야수(우투우타)
391,65132,김재성,LG 트윈스,3100.0,포수(우투좌타)
392,65136,박지규,LG 트윈스,4000.0,내야수(우투좌타)
393,65206,박성민,NC 다이노스,2700.0,투수(좌투좌타)
394,65207,신민재,LG 트윈스,5000.0,내야수(우투좌타)
395,65241,채지선,두산 베어스,2800.0,투수(우투좌타)
396,65264,남경호,두산 베어스,2700.0,투수(우투우타)
397,65304,김은성,키움 히어로즈,2900.0,내야수(우투우타)
398,65320,최원태,키움 히어로즈,37000.0,투수(우투우타)
399,65343,김택형,SK 와이번스,3700.0,투수(좌투좌타)
400,65348,박주현,키움 히어로즈,4000.0,투수(우투우타)
401,65357,송성문,상무 ,7500.0,내야수(우투좌타)
402,65362,송우현,키움 히어로즈,2700.0,외야수(좌투좌타)
403,65392,김정인,키움 히어로즈,3200.0,투수(우투우타)
404,65398,임규빈,키움 히어로즈,2700.0,투수(우투우타)
405,65399,허정협,키움 히어로즈,3500.0,외야수(우투우타)
406,65411,김주온,SK 와이번스,2700.0,투수(우투우타)
407,65412,권정웅,삼성 라이온즈,4000.0,포수(우투우타)
408,65462,김기환,NC 다이노스,2700.0,외야수(우투좌타)
409,65464,최정용,KIA 타이거즈,3600.0,내야수(우투좌타)
410,65496,홍정우,삼성 라이온즈,3000.0,투수(우투우타)
411,65503,김지수,한화 이글스,2700.0,외야수(좌투좌타)
412,65506,김재유,롯데 자이언츠,2900.0,외야수(우투좌타)
413,65509,차재용,키움 히어로즈,2900.0,투수(좌투좌타)
414,65513,김대륙,롯데 자이언츠,3800.0,내야수(우투우타)
415,65514,강태율,롯데 자이언츠,2700.0,포수(우투우타)
416,65515,강로한,롯데 자이언츠,5300.0,외야수(우투좌타)
417,65516,배제성,KT 위즈,11000.0,투수(우투좌타)
418,65522,김호준,롯데 자이언츠,2700.0,포수(우투좌타)
419,65586,전병우,키움 히어로즈,2900.0,내야수(우투우타)
420,65610,황대인,KIA 타이거즈,3000.0,내야수(우투우타)
421,65616,이민우,KIA 타이거즈,4300.0,투수(우투우타)
422,65617,박동민,KIA 타이거즈,2800.0,투수(우투우타)
423,65618,황인준,KIA 타이거즈,3700.0,투수(우투우타)
424,65620,박정우,KIA 타이거즈,2800.0,내야수(우투좌타)
425,65639,박정수,NC 다이노스,3000.0,투수(우언좌타)
426,65643,문경찬,NC 다이노스,11500.0,투수(우투우타)
427,65653,김호령,KIA 타이거즈,8500.0,외야수(우투우타)
